"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8th week, 2026",,,,,,"Data collected as of February 25, 2026",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),,COVID-19,
Tochigi,1993,42.4,18,0.67,4,0.15,68,2.52,230,8.52,5,0.19,-,-,6,0.22,7,0.26,-,-,-,-,-,-,5,0.42,-,-,-,-,4,0.57,-,-,-,-,200,4.26
Gunma,1541,34.24,16,0.67,4,0.17,33,1.38,333,13.88,5,0.21,-,-,2,0.08,6,0.25,-,-,-,-,-,-,3,0.3,-,-,1,0.11,6,0.67,-,-,1,0.11,92,2.04
Saitama,8869,50.68,38,0.35,16,0.15,353,3.27,1033,9.56,34,0.31,5,0.05,3,0.03,13,0.12,-,-,2,0.02,3,0.07,10,0.23,1,0.08,-,-,4,0.33,-,-,1,0.08,417,2.38
Chiba,7320,40.67,38,0.35,6,0.06,302,2.77,779,7.15,21,0.19,1,0.01,4,0.04,17,0.16,-,-,2,0.02,-,-,19,0.56,-,-,-,-,-,-,1,0.11,-,-,359,1.99
Tokyo,13932,33.41,90,0.34,39,0.15,427,1.63,2880,10.99,69,0.26,4,0.02,7,0.03,60,0.23,2,0.01,12,0.05,-,-,11,0.29,-,-,1,0.04,3,0.12,2,0.08,7,0.28,686,1.65
Kanagawa,9694,40.22,56,0.4,7,0.05,322,2.32,1391,10.01,24,0.17,1,0.01,12,0.09,27,0.19,-,-,4,0.03,-,-,29,0.58,1,0.08,1,0.08,2,0.17,-,-,1,0.08,389,1.61
Niigata,1911,34.75,10,0.33,7,0.23,182,6.07,117,3.9,13,0.43,-,-,16,0.53,9,0.3,-,-,-,-,-,-,-,-,-,-,-,-,7,0.54,-,-,-,-,188,3.42
Toyama,1716,36.51,15,0.52,16,0.55,211,7.28,290,10,4,0.14,-,-,-,-,8,0.28,1,0.03,-,-,-,-,2,0.29,-,-,-,-,1,0.2,-,-,-,-,133,2.83
Ishikawa,1581,33.64,12,0.43,19,0.68,115,4.11,389,13.89,22,0.79,10,0.36,3,0.11,3,0.11,5,0.18,-,-,-,-,9,1.29,-,-,-,-,2,0.4,-,-,-,-,72,1.53
Fukui,985,25.26,2,0.08,23,0.92,77,3.08,159,6.36,14,0.56,25,1,5,0.2,7,0.28,4,0.16,-,-,-,-,-,-,-,-,-,-,2,0.33,-,-,-,-,26,0.67
Yamanashi,1027,29.34,12,0.57,-,-,10,0.48,90,4.29,-,-,-,-,2,0.1,1,0.05,-,-,-,-,-,-,1,0.11,-,-,-,-,2,0.2,-,-,-,-,78,2.23
Nagano,2098,41.96,9,0.32,1,0.04,89,3.18,257,9.18,6,0.21,-,-,3,0.11,2,0.07,1,0.04,2,0.07,-,-,7,0.7,-,-,-,-,5,0.42,-,-,1,0.08,188,3.76
Gifu,1181,26.24,14,0.52,2,0.07,38,1.41,274,10.15,2,0.07,-,-,2,0.07,5,0.19,-,-,-,-,-,-,2,0.18,-,-,-,-,3,0.6,-,-,-,-,89,1.98
Shizuoka,4215,30.32,32,0.36,13,0.15,156,1.75,542,6.09,21,0.24,4,0.04,15,0.17,11,0.12,1,0.01,3,0.03,-,-,2,0.09,-,-,1,0.1,3,0.3,-,-,-,-,249,1.79
Aichi,6022,36.94,58,0.57,11,0.11,127,1.26,818,8.1,16,0.16,-,-,9,0.09,14,0.14,1,0.01,3,0.03,-,-,11,0.31,-,-,-,-,2,0.13,-,-,1,0.07,225,1.38
Mie,2210,32.03,31,0.72,5,0.12,72,1.67,264,6.14,11,0.26,2,0.05,5,0.12,5,0.12,-,-,1,0.02,-,-,2,0.17,-,-,-,-,2,0.22,-,-,-,-,81,1.17
Shiga,1701,29.33,16,0.46,5,0.14,62,1.77,222,6.34,18,0.51,-,-,1,0.03,6,0.17,-,-,2,0.06,-,-,-,-,-,-,1,0.14,-,-,-,-,-,-,59,1.02
Kyoto,2389,35.66,14,0.35,38,0.95,185,4.63,265,6.63,33,0.83,-,-,7,0.18,6,0.15,-,-,-,-,-,-,-,-,-,-,-,-,7,1,4,0.57,-,-,94,1.4
Osaka,7567,26.09,134,0.72,57,0.31,366,1.98,1132,6.12,45,0.24,3,0.02,9,0.05,30,0.16,4,0.02,6,0.03,1,0.02,15,0.29,1,0.06,-,-,-,-,-,-,1,0.06,208,0.72
Hyogo,5192,31.66,93,0.89,26,0.25,243,2.31,706,6.72,22,0.21,2,0.02,7,0.07,25,0.24,-,-,2,0.02,-,-,5,0.15,1,0.07,3,0.21,3,0.21,-,-,-,-,196,1.2
Nara,1804,42.95,22,0.92,6,0.25,45,1.88,122,5.08,17,0.71,1,0.04,-,-,5,0.21,-,-,-,-,-,-,1,0.11,-,-,2,0.33,1,0.17,-,-,-,-,34,0.81
Wakayama,1158,25.73,20,0.74,8,0.3,30,1.11,126,4.67,5,0.19,1,0.04,2,0.07,4,0.15,-,-,-,-,-,-,-,-,-,-,-,-,1,0.09,-,-,-,-,70,1.56
Tottori,510,17.59,3,0.16,2,0.11,160,8.42,109,5.74,2,0.11,2,0.11,1,0.05,-,-,-,-,-,-,-,-,-,-,1,0.2,-,-,-,-,-,-,-,-,35,1.21
Shimane,427,21.35,5,0.45,20,1.82,28,2.55,148,13.45,4,0.36,-,-,1,0.09,7,0.64,-,-,-,-,-,-,3,1,-,-,1,0.13,1,0.13,-,-,-,-,56,2.8
Okayama,1481,29.62,24,0.86,4,0.14,45,1.61,212,7.57,4,0.14,6,0.21,4,0.14,6,0.21,3,0.11,1,0.04,-,-,1,0.08,-,-,-,-,1,0.2,-,-,-,-,43,0.86
Hiroshima,2556,27.48,31,0.55,23,0.41,137,2.45,484,8.64,12,0.21,-,-,8,0.14,8,0.14,1,0.02,-,-,-,-,15,0.79,-,-,-,-,8,0.4,-,-,2,0.1,80,0.86
Yamaguchi,2757,43.76,33,0.83,11,0.28,172,4.3,330,8.25,8,0.2,-,-,13,0.33,13,0.33,-,-,-,-,-,-,2,0.22,-,-,-,-,1,0.11,-,-,-,-,60,0.95
Tokushima,809,24.52,18,0.86,4,0.19,15,0.71,125,5.95,1,0.05,1,0.05,5,0.24,6,0.29,-,-,-,-,-,-,-,-,-,-,1,0.14,1,0.14,-,-,-,-,54,1.64
Kagawa,367,15.96,7,0.54,3,0.23,10,0.77,91,7,-,-,-,-,1,0.08,3,0.23,-,-,1,0.08,1,0.2,2,0.4,3,0.6,-,-,-,-,-,-,-,-,22,0.96
Ehime,1865,50.41,15,0.75,11,0.55,148,7.4,195,9.75,13,0.65,-,-,10,0.5,6,0.3,-,-,-,-,-,-,12,1.5,-,-,-,-,-,-,-,-,-,-,42,1.14
Kochi,635,16.71,20,1,2,0.1,38,1.9,94,4.7,3,0.15,-,-,13,0.65,2,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,0.25,81,2.13
Fukuoka,5215,42.75,51,0.73,41,0.59,434,6.2,700,10,41,0.59,11,0.16,12,0.17,16,0.23,2,0.03,2,0.03,1,0.04,14,0.54,-,-,-,-,1,0.07,-,-,-,-,50,0.41
Saga,904,37.67,8,0.67,2,0.17,50,4.17,88,7.33,2,0.17,3,0.25,3,0.25,6,0.5,-,-,-,-,-,-,1,0.25,-,-,-,-,-,-,-,-,-,-,9,0.38
Nagasaki,2184,42.82,11,0.35,17,0.55,90,2.9,192,6.19,8,0.26,3,0.1,6,0.19,7,0.23,1,0.03,-,-,-,-,16,2,-,-,-,-,2,0.17,-,-,-,-,69,1.35
Kumamoto,3019,41.93,40,0.83,21,0.44,81,1.69,337,7.02,14,0.29,18,0.38,23,0.48,17,0.35,3,0.06,-,-,2,0.22,5,0.56,-,-,-,-,4,0.27,-,-,1,0.07,56,0.78
Oita,2620,45.17,24,0.67,19,0.53,97,2.69,464,12.89,18,0.5,-,-,5,0.14,13,0.36,-,-,-,-,-,-,3,0.6,-,-,-,-,2,0.18,-,-,-,-,41,0.71
Miyazaki,1213,43.32,7,0.47,18,1.2,51,3.4,188,12.53,11,0.73,2,0.13,14,0.93,11,0.73,1,0.07,1,0.07,-,-,6,1,-,-,-,-,-,-,-,-,-,-,25,0.89
Kagoshima,2448,42.95,27,0.87,36,1.16,82,2.65,254,8.19,4,0.13,1,0.03,19,0.61,6,0.19,-,-,-,-,-,-,8,1.14,-,-,-,-,-,-,-,-,1,0.08,19,0.33
Okinawa,967,21.49,3,0.12,6,0.24,53,2.12,90,3.6,19,0.76,-,-,3,0.12,3,0.12,-,-,-,-,-,-,26,2.89,1,0.14,-,-,1,0.14,-,-,2,0.29,57,1.27
