"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5th week, 2026",,,,,,"Data collected as of February 4, 2026",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),,COVID-19,
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,114291,30.03,1771,0.77,669,0.29,6507,2.82,21757,9.42,712,0.31,139,0.06,545,0.24,557,0.24,34,0.01,69,0.03,1,0,277,0.4,7,0.01,11,0.02,146,0.3,8,0.02,18,0.04,9480,2.49
Hokkaido,1736,10.33,173,1.7,25,0.25,577,5.66,569,5.58,49,0.48,4,0.04,23,0.23,7,0.07,1,0.01,1,0.01,-,-,3,0.1,-,-,1,0.04,11,0.48,-,-,-,-,1280,7.62
Aomori,916,17.62,13,0.38,5,0.15,55,1.62,175,5.15,8,0.24,4,0.12,3,0.09,14,0.41,-,-,-,-,-,-,-,-,-,-,-,-,3,0.5,-,-,-,-,227,4.37
Iwate,879,20.93,42,1.56,1,0.04,115,4.26,223,8.26,11,0.41,-,-,24,0.89,12,0.44,-,-,1,0.04,-,-,3,0.21,-,-,-,-,8,0.42,-,-,-,-,307,7.31
Miyagi,2696,49.02,28,0.9,3,0.1,114,3.68,217,7,3,0.1,1,0.03,5,0.16,10,0.32,-,-,1,0.03,-,-,4,0.33,-,-,-,-,5,0.5,-,-,-,-,296,5.38
Akita,429,17.16,8,0.62,1,0.08,13,1,110,8.46,5,0.38,-,-,2,0.15,3,0.23,-,-,1,0.08,-,-,2,0.29,-,-,-,-,4,0.5,-,-,-,-,79,3.16
Yamagata,789,20.23,27,1.04,4,0.15,125,4.81,272,10.46,21,0.81,1,0.04,12,0.46,10,0.38,1,0.04,-,-,-,-,5,0.63,-,-,-,-,3,0.3,-,-,-,-,264,6.77
Fukushima,1585,33.02,46,1.64,4,0.14,60,2.14,187,6.68,17,0.61,-,-,-,-,9,0.32,-,-,1,0.04,-,-,11,0.85,-,-,1,0.14,-,-,-,-,-,-,290,6.04
Ibaraki,2509,37.45,16,0.43,6,0.16,169,4.57,447,12.08,10,0.27,-,-,1,0.03,10,0.27,-,-,1,0.03,-,-,20,1.18,-,-,1,0.08,5,0.38,-,-,-,-,328,4.9
Tochigi,1789,38.06,20,0.74,4,0.15,108,4,217,8.04,11,0.41,-,-,7,0.26,12,0.44,-,-,1,0.04,-,-,4,0.33,-,-,-,-,4,0.57,-,-,-,-,319,6.79
Gunma,826,18.36,30,1.2,6,0.24,53,2.12,428,17.12,8,0.32,-,-,-,-,10,0.4,-,-,-,-,-,-,3,0.3,-,-,-,-,4,0.44,-,-,1,0.11,176,3.91
Saitama,7159,40.68,71,0.64,17,0.15,360,3.24,1460,13.15,41,0.37,11,0.1,8,0.07,29,0.26,4,0.04,6,0.05,-,-,10,0.23,1,0.08,1,0.08,3,0.25,-,-,-,-,640,3.64
